,idnum,p6g24_int,p6g25_int,p6g26_int,p6h1_int,p6h2_int,p6h3_int,p6h4_1_int,p6h4_2_int,p6h4_3_int,p6h4_4_int,p6h4_5_int,p6h4_6_int,p6h4_7_int,p6h4_8_int,p6h5_int,p6h6_int,p6h7_int,p6h8_int,p6h9_int,p6h10_int,p6h11_int,p6h12_int,p6h13_int,p6h14_int,p6h15_int,p6h16_int,p6h17_int,p6h18_int,p6h19_int,p6h20_int,p6h21_int,p6h22_int,p6h23_int,p6h24_int,p6h25_int,p6h26_int,p6h27_int,p6h28_int,p6h29_int,p6h30_int,p6h31_int,p6h32_int,p6h33_int,p6h34_int,p6h35_int,p6h36_int,p6h37_int,p6h38_int,p6h39_int,p6h40_int,p6h41_int,p6h42_int,p6h43_int,p6h44_int,p6h45_int,p6h46_int,p6h47_int,p6h48_int,p6h49_int,p6h50_int,p6h51_int,p6h52_int,p6h53_int,p6h54_int,p6h55_int,p6h56_int,p6h57_int,p6h58_int,p6h59_int,p6h60_int,p6h61_int,p6h62_int,p6h63_int,p6h64_int,p6h65_int,p6h66_int,p6h67_int,p6h68_int,p6h69_int,p6h70_int,p6h71_int,p6h72_int,p6h73_int,p6h74_int,p6h75_int,p6h76_int,p6h77_int,p6h78_int,p6h79a_int,p6h79_int,p6h80_int,p6h81_int,p6h82_int,p6h83_int,p6h84_int,p6h85_int,p6h86_int,p6h87a_int,p6h87b_int,p6h87c_int,p6h87d_int,p6h87e_int,p6h87f_int,p6h87g_int,p6h87h_int,p6h88_int,p6h89_int,p6h90_int,p6h91_int,p6h92_int,p6h93_int,p6h94_int,p6h95a_int,p6h95b_int,p6h95c_int,p6h95d_int,p6h95e_int,p6h96_int,p6h97_int,p6h98_int,p6h99_int,p6h100_int,p6h101_int,p6h102_int,p6h103a_int,p6h103b_int,p6i1_int,p6i2_int,p6i3_int,p6i4_int,p6i5_int,p6i6_int,p6i7_int,p6i8_int,p6i9_int,p6i10_int,p6i11_int,p6i12_int,p6i13_int,p6i14_int,p6i15_int,p6i16_int,p6i17_int,p6i18_int,p6i19_int,p6i20_1_int,p6i20_2_int,p6i20_3_int,p6i20_4_int,p6i20_5_int,p6i20_6_int,p6i20_7_int,p6i20_8_int,p6i21_int,p6i22_int,p6i23_int,p6i24_int,p6i25_int,p6i26_int,p6i27_int,p6i28_int,p6i29_int,p6i30_int,p6i31_int,p6i32_int,p6i33_int,p6j1_int,p6j2_int,p6j3_int,p6j4_int,p6j5_int,p6j6_int,p6j7_int,p6j8_int,p6j9_int,p6j10_int,p6j11_int,p6j12_int,p6j13_int,p6j14_int,p6j15_int,p6j16_int,p6j17_int,p6j18_int,p6j19_int,p6j20_int,p6j21_int,p6j22_int,p6j23_int,p6j24_int,p6j25_int,p6j26_int,p6j27_int,p6j28_int,p6j29_int,p6j30_int,p6j31_int,p6j32_int,p6j33_int,p6j34_int,p6j35_int,p6j36_int,p6j37_int,p6j38_int,p6j39_int,p6j40_int,p6j41_int,p6j42_int,p6j43_int,p6j44_int,p6j45_int,p6j46_int,p6j47_int,p6j48_int,p6j49_int,p6j50_int,p6j51_int,p6j52_int,p6j53_int,p6j54_int,p6j55_int,p6j56_int,p6j57_int,p6j58_int,p6j59_int,p6j60a_int,p6j60b_int,p6j61_int,p6j62_1_int,p6j62_2_int,p6j62_3_int,p6j62_4_int,p6j62_101_int,p6j62_102_int,p6j63_int,p6j64_1_int,p6j64_2_int,p6j64_3_int,p6j64_4_int,p6k1_int,p6k2_int,p6k3_1_int,p6k3_2_int,p6k3_3_int,p6k3_4_int,p6k3_5_int,p6k3_6_int,p6k3_7_int,p6k3_8_int,p6k3_9_int,p6k3_10_int,p6k3_11_int,p6k3a_int,p6k3b_int,p6k4_int,p6k5_int,p6k6_int,p6k7_int,p6k8_int,p6k9_int,p6k10a_int,p6k10_int,p6k11aa_int,p6k11a_int,p6k11b_int,p6k12_int,p6k13_int,p6k14_int,p6k15_int,p6k16_int,p6k17_int,p6k19_code_pub_int,p6k20_int,p6k20a_int,p6k21_int,p6k22_int,p6k23_int,p6k24_int,p6k24a_int,p6k25_int,p6k26_int,p6k27_int,p6k28_int,p6k29_int,p6k30_int,p6k31a_int,p6k31_int,p6k32_int,p6k33_int,p6k34_int,p6k35_int,p6k36_int,p6k36_code_pub_int,p6k37_int,p6k38_int,p6k39_int,p6k40_int,p6k41_int,p6k42_1_int,p6k42_2_int
104,0105,,,,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,16.0,0.0,,0.0,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0,4.0,4.0,4.0,4.0,4.0,,,,,1.0,1.0,3.0,3.0,3.0,4.0,,,2.0,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,404.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,,2.0,1.0,2000.0,,1.0,19080.0,,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2005.0,1.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,4.0,2.0,,1.0,,,2.0,2.0,2.0,2.0,,2.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,2.0,,,,,,,,
106,0107,,2.0,2.0,3.0,4.0,2.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,4.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,19.0,3.0,3.0,0.0,1.0,21.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,,2.0,,2.0,1.0,2.0,,2.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,1350.0,1.0,2.0,2.0,2.0,1.0,,2.0,,1.0,2.0,,1.0,1.0,2400.0,,1.0,9000.0,,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2014.0,1.0,1.0,0.0,0.0,0.0,,,3.0,1.0,1.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,2.0,15.0,2.0,1.0,333.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,30.0,1.0,15600.0,,52.0,2.0,,2.0,,,,,,,,
107,0108,2.0,,,1.0,2.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,1.0,16.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,2.0,,,,,4.0,,,,3.0,,,,,,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,2.0,2.0,2.0,2.0,40.0,2.0,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,130000.0,,52.0,1.0,,2.0,,,,,,,,
108,0109,,,,1.0,2.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,0.0,1.0,27.0,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,,,,,4.0,90000.0,50000.0,400.0,1.0,,,,,,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,2.0,2.0,2.0,1.0,37.0,2.0,1.0,2300.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,34000.0,,52.0,1.0,,2.0,,,,,,,,
111,0112,2.0,,,1.0,2.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,0.0,1.0,21.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,,,,,1558.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,9000.0,,2.0,,1.0,2.0,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,8.0,2.0,,1.0,1.0,2012.0,1.0,1.0,2.0,2.0,40.0,2.0,1.0,600.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,2.0,,,,,,,,
112,0113,,,,1.0,4.0,2.0,,,,,,,,,1.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,4.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,22.0,3.0,1.0,0.0,1.0,21.0,0.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,700.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,,2.0,1.0,1000.0,,1.0,14000.0,,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,2.0,2.0,2.0,,8.0,1.0,10.0,1.0,7.0,2014.0,2.0,1.0,2.0,2.0,40.0,2.0,1.0,980.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,15000.0,,24.0,1.0,,2.0,,,,,,,,
113,0114,,2.0,1.0,2.0,2.0,2.0,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,1.0,21.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,2.0,,2.0,2.0,2.0,,2.0,2.0,1.0,7.0,2.0,2.0,,,,,1.0,,,,,650.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,3.0,,1.0,10.0,1.0,3.0,2015.0,2.0,2.0,2.0,2.0,40.0,2.0,1.0,315.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,2.0,,,,,,,,
114,0115,2.0,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,17.0,0.0,,0.0,1.0,23.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,,,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,,,,,5.0,100000.0,,,2.0,,1.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,1.0,,,1.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,2.0,2.0,2.0,,4.0,1.0,15.0,1.0,5.0,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,10.0,1.0,,1.0,,
115,0116,,,,4.0,1.0,2.0,,,,,,,,,1.0,1.0,2.0,,,,1.0,3.0,2.0,1.0,2.0,20.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,17.0,3.0,1.0,1.0,1.0,17.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,0.0,4.0,125000.0,60000.0,1200.0,1.0,,,,,,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,2.0,2.0,2.0,2.0,40.0,2.0,1.0,50000.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,50000.0,,52.0,1.0,,2.0,,,,,,,,
116,0117,2.0,,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,1.0,,2.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,15.0,0.0,,0.0,1.0,16.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,,,,,4.0,90000.0,55000.0,850.0,2.0,,,,,,2.0,2.0,2.0,,2.0,2.0,,1.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,2.0,2.0,2.0,2.0,35.0,2.0,1.0,22000.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,22000.0,,52.0,1.0,,2.0,,,,,,,,
118,0119,,2.0,2.0,3.0,4.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,1.0,18.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,955.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,,1.0,1.0,220.0,,1.0,733.0,,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,2.0,2.0,2.0,1.0,48.0,2.0,1.0,980.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,980.0,,52.0,2.0,,2.0,,,,,,,,
121,0122,,,,1.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,1.0,18.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,,2.0,2.0,,1.0,2.0,,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,2.0,1.0,,,,,,,,,2.0,2.0,2.0,2.0,,2.0,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,,8.0,52.0,1.0,,1.0,1.0,26.0,5.0,,,,,
122,0123,,,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,28.0,3.0,1.0,1.0,1.0,21.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,,,2.0,,,,,375.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,1.0,3612.0,,1.0,8652.0,,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,2.0,2.0,40.0,2.0,1.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,,2.0,32.0,1.0,,2.0,,,,,,,,
124,0125,2.0,,,1.0,2.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,1.0,18.0,2.0,4.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,4.0,220000.0,150000.0,1650.0,3.0,,,,,,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,2.0,2.0,2.0,2.0,45.0,2.0,1.0,61000.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,61000.0,,43.0,1.0,,1.0,1.0,25.0,8.0,1.0,15000.0,,,
125,0126,,,,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,,,1.0,4.0,,,,,,,,,,1.0,4.0,,,1.0,4.0,,,,,,,,,,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,3.0,1.0,1.0,1.0,21.0,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,50.0,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,2.0,,2.0,1.0,9000.0,,2.0,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,1.0,2.0,2.0,,1.0,1.0,7.5,1.0,8.0,2013.0,1.0,1.0,2.0,1.0,35.0,2.0,1.0,250.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,3000.0,,16.0,1.0,,1.0,1.0,6.0,20.0,1.0,500.0,,,
